unique_id	citing_ACL_id	citing_title	cited_title	cited_authors	section_title	citation_context	cite_context_paragraph	citation_object	citation_function	aclarc_label
CC701	J13-1008	Dependency Parsing of Modern Standard Arabic with Lexical and Inflectional Features	better arabic parsing baselines evaluations and analysis	['Spence Green', 'Christopher D Manning']	related work	As for work on Arabic ( MSA ) , results have been reported on the PATB ( Kulick , Gabbard , and Marcus 2006 ; Diab 2007 ; [CITED_AUTHOR] ) , the Prague Dependency Treebank ( PADT ) ( Buchholz and Marsi 2006 ; Nivre 2008 ) and the CATiB ( Habash and Roth 2009 ) .	['As for work on Arabic ( MSA ) , results have been reported on the PATB ( Kulick , Gabbard , and Marcus 2006 ; Diab 2007 ; [CITED_AUTHOR] ) , the Prague Dependency Treebank ( PADT ) ( Buchholz and Marsi 2006 ; Nivre 2008 ) and the CATiB ( Habash and Roth 2009 ) .', 'Recently, Green and Manning (2010) analyzed the PATB for annotation consistency, and introduced an enhanced split-state constituency grammar, including labels for short idafa constructions and verbal or equational clauses.', 'Nivre (2008) reports experiments on Arabic parsing using his MaltParser (Nivre et al. 2007), trained on the PADT.', 'His results are not directly comparable to ours because of the different treebank representations, even though all the experiments reported here were performed using the MaltParser.']	Produced Resource	Contextualize	0
CC702	J13-1008	Dependency Parsing of Modern Standard Arabic with Lexical and Inflectional Features	an efficient algorithm for projective dependency parsing	['Joakim Nivre']	related work	For all experiments reported in this section we used the syntactic dependency parser MaltParser v1 .3 ( [CITED_AUTHOR] , 2008 ; KÃ¼bler , McDonald , and Nivre 2009 ) , a transition-based parser with an input buffer and a stack , which uses SVM classifiers We use the term "dev set" to denote a non-blind test set, used for model development (feature selection and feature engineering).	['For all experiments reported in this section we used the syntactic dependency parser MaltParser v1 .3 ( [CITED_AUTHOR] , 2008 ; KÃ¼bler , McDonald , and Nivre 2009 ) , a transition-based parser with an input buffer and a stack , which uses SVM classifiers We use the term "dev set" to denote a non-blind test set, used for model development (feature selection and feature engineering).', 'We do not perform further weight optimization (which, if done, is done on a separate "tuning set").', 'to predict the next state in the parse derivation.', 'All experiments were done using the Nivre "eager" algorithm.', '11 There are five default attributes in the MaltParser terminology for each token in the text: word ID (ordinal position in the sentence), word-form, POS tag, head (parent word ID), and deprel (the dependency relation between the current word and its parent).', 'There are default MaltParser features (in the machine learning sense), 12 which are the values of functions over these attributes, serving as input to the MaltParser internal classifiers.', 'The most commonly used feature functions are the top of the input buffer (next word to process, denoted buf[0]), or top of the stack (denoted stk[0]); following items on buffer or stack are also accessible (buf[1], buf[2], stk[1], etc.).', 'Hence MaltParser features are defined as POS tag at stk[0], word-form at buf[0], and so on.', 'Kübler, McDonald, and Nivre (2009) describe a "typical" MaltParser model configuration of attributes and features.', '13 Starting with it, in a series of initial controlled experiments, we settled on using buf[0-1] + stk[0-1] for word-forms, and buf[0-3] + stk[0-2] for POS tags.', 'For features of new MaltParser-attributes (discussed later), we used buf[0] + stk[0].', 'We did not change the features for deprel: stk[0], ldep(stk[0]), rdep(stk[0]), ldep(buf[0]), rdep(buf[0]) (where ldep and rdep are the left and right, respectively, dependents of the specified argument).', 'This new MaltParser configuration resulted in gains of 0.3-1.1% in labeled attachment accuracy (depending on the POS tag set) over the default MaltParser configuration.', 'We also experimented with using normalized word-forms (Alif Maqsura conversion to Ya, and Hamza removal from each Alif ) as is common in parsing and statistical machine translation literature, but it resulted in a small decrease in performance, so we settled on using non-normalized word-forms.', 'All experiments reported here were conducted using this new configuration.', 'To recap, it has the following MaltParser attributes (machine learning features): 4 word-form attributes, POS tag attributes, and 5 deprel attributes (some of which are not useful for the Nivre "eager" algorithm), totaling 16 attributes and two more for every new feature described in Section 4.3 and on (e.g., CASE).']	Produced Resource	Use	5
CC703	J13-1008	Dependency Parsing of Modern Standard Arabic with Lexical and Inflectional Features	atanas chanev gulsen eryigit sandra kubler svetoslav marinov and erwin marsi	['Joakim Nivre', 'Johan Hall', 'Jens Nilsson']	related work	Nivre ( 2008 ) reports experiments on Arabic parsing using his MaltParser ( [CITED_AUTHOR] ) , trained on the PADT .	['As for work on Arabic (MSA), results have been reported on the PATB (Kulick, Gabbard, and Marcus 2006;Diab 2007;Green and Manning 2010), the Prague Dependency Treebank (PADT) (Buchholz and Marsi 2006;Nivre 2008) and the CATiB .', 'Recently, Green and Manning (2010) analyzed the PATB for annotation consistency, and introduced an enhanced split-state constituency grammar, including labels for short idafa constructions and verbal or equational clauses.', 'Nivre ( 2008 ) reports experiments on Arabic parsing using his MaltParser ( [CITED_AUTHOR] ) , trained on the PADT .', 'His results are not directly comparable to ours because of the different treebank representations, even though all the experiments reported here were performed using the MaltParser.']	Produced Resource	Contextualize	0
CC704	J13-1008	Dependency Parsing of Modern Standard Arabic with Lexical and Inflectional Features	morphology and reranking for the statistical parsing of spanish	['Brooke Cowan', 'Michael Collins']	related work	Similarly , [CITED_AUTHOR] report that the use of a subset of Spanish morphological features ( number for adjectives , determiners , nouns , pronouns , and verbs ; and mode for verbs ) outperforms other combinations .	['Much work has been done on the use of morphological features for parsing of morphologically rich languages.', 'Collins et al. (1999) report that an optimal tag set for parsing Czech consists of a basic POS tag plus a CASE feature (when applicable).', 'This tag set (size 58) outperforms the basic Czech POS tag set (size 13) and the complete tag set (size �3000+).', 'They also report that the use of gender, number, and person features did not yield any improvements.', 'The results for Czech are the opposite of our results for Arabic, as we will see.', 'This may be due to CASE tagging having a lower error rate in Czech (5.0%) (Hajic� and Vidov�-Hladk� 1998) compared with Arabic (�14.0%, see Table 3).', 'Similarly , [CITED_AUTHOR] report that the use of a subset of Spanish morphological features ( number for adjectives , determiners , nouns , pronouns , and verbs ; and mode for verbs ) outperforms other combinations .', 'Our approach is comparable to their work in terms of its systematic exploration of the space of morphological features.', 'We also find that the number feature helps for Arabic.', 'Looking at Hebrew, a Semitic language related to Arabic, Tsarfaty and Sima�an (2007) report that extending POS and phrase structure tags with definiteness information helps unlexicalized PCFG parsing.']	Discovery	Contextualize	0
CC705	J13-1008	Dependency Parsing of Modern Standard Arabic with Lexical and Inflectional Features	introduction to arabic natural language processing	['Nizar Habash']	experiments	7 We ignore the rare "false idafa" construction ( [CITED_AUTHOR] , p. 102 ) .	['C ASE and STATE are rarely explicitly manifested in undiacritized MSA.', 'The D ET feature plays an important role in distinguishing between N-N construct (idafa), in which only the last noun bears the definite article', '7 We ignore the rare "false idafa" construction ( [CITED_AUTHOR] , p. 102 ) .', 'and N-A (noun-adjectival modifier), in which both elements generally exhibit agreement in definiteness (and agreement in other features, too).', 'Although only N-N may be followed by additional N elements in Idafa relation, both constructions may be followed by one or more adjectival modifiers.']	Produced Resource	Contextualize	0
CC706	J13-1008	Dependency Parsing of Modern Standard Arabic with Lexical and Inflectional Features	an efficient algorithm for easyfirst nondirectional dependency parsing	['Yoav Goldberg', 'Michael Elhadad']	experiments	In this section , we validate the contribution of key tag sets and morphological features -- and combinations thereof -- using a different parser : the Easy-First Parser ( [CITED_AUTHOR] ) .	['In this section , we validate the contribution of key tag sets and morphological features -- and combinations thereof -- using a different parser : the Easy-First Parser ( [CITED_AUTHOR] ) .', 'As in Section 4, all models are evaluated on both gold and non-gold (machine-predicted) feature values.', 'The Easy-First Parser is a shift-reduce parser (as is MaltParser).', 'Unlike MaltParser, however, it does not attempt to attach arcs "eagerly" as early as possible (as in previous sections), or at the latest possible stage (an option we abandoned early on in preliminary experiments).', 'Instead, the Easy-First Parser keeps a stack of partially built treelets, and attaches them to one another in order of confidence (from high confidence, "easy" attachment, to low, as estimated by the classifier).', 'Labeling the relation arcs is done in a second pass, with a separate training step, after all attachments have been decided (the code for which was added after the publication of Goldberg and Elhadad (2010), which only included an unlabeled attachment version).']	Produced Resource	Use	5
CC707	J13-1008	Dependency Parsing of Modern Standard Arabic with Lexical and Inflectional Features	parsing indian languages with maltparser	['Joakim Nivre']	related work	Previous work with MaltParser in Russian , Turkish , and Hindi showed gains with CASE but not with agreement features ( Eryigit , Nivre , and Oflazer 2008 ; Nivre , Boguslavsky , and Iomdin 2008 ; [CITED_AUTHOR] ) .	['Our results agree with previous work on Arabic and Hebrew in that marking the definite article is helpful for parsing.', 'We go beyond previous work, however, and explore additional lexical and inflectional features.', 'Previous work with MaltParser in Russian , Turkish , and Hindi showed gains with CASE but not with agreement features ( Eryigit , Nivre , and Oflazer 2008 ; Nivre , Boguslavsky , and Iomdin 2008 ; [CITED_AUTHOR] ) .', 'Our work is the first to show gains using agreement in MaltParser and in Arabic dependency parsing, and the first to use functional features for this task.', 'Furthermore, we demonstrate that our results carry over successfully to another parser, the Easy-First Parser (Goldberg and Elhadad 2010) (Section 6).', 'Hohensee and Bender (2012) have conducted a study on dependency parsing for 21 languages using features that encode whether the values for certain attributes are equal or not for a node and its governor.', 'These features are potentially powerful, because they generalize to the very notion of agreement, away from the specific values of the attributes on which agreement occurs.', '9 We expect this kind of feature to yield lower gains for Arabic, unless: r one uses functional feature values (such as those used here for the first time in Arabic NLP), r one uses yet another representation level to account for the otherwise non-identity agreement patterns of irrational plurals, r one handles the loss of overt number agreement in constructions such as VS (where the verb precedes its subject), and r one adequately represents the otherwise "inverse" number agreement (a phenomenon common to other Semitic languages, such as Hebrew, too).']	Discovery	Contextualize	1
CC708	J13-1008	Dependency Parsing of Modern Standard Arabic with Lexical and Inflectional Features	getting more from morphology in multilingual dependency parsing	['Matt Hohensee', 'Emily M Bender']	related work	[CITED_AUTHOR] have conducted a study on dependency parsing for 21 languages using features that encode whether the values for certain attributes are equal or not for a node and its governor .	['Our results agree with previous work on Arabic and Hebrew in that marking the definite article is helpful for parsing.', 'We go beyond previous work, however, and explore additional lexical and inflectional features.', 'Previous work with MaltParser in Russian, Turkish, and Hindi showed gains with CASE but not with agreement features (Eryigit, Nivre, and Oflazer 2008;Nivre, Boguslavsky, and Iomdin 2008;).', 'Our work is the first to show gains using agreement in MaltParser and in Arabic dependency parsing, and the first to use functional features for this task.', 'Furthermore, we demonstrate that our results carry over successfully to another parser, the Easy-First Parser (Goldberg and Elhadad 2010) (Section 6).', '[CITED_AUTHOR] have conducted a study on dependency parsing for 21 languages using features that encode whether the values for certain attributes are equal or not for a node and its governor .', 'These features are potentially powerful, because they generalize to the very notion of agreement, away from the specific values of the attributes on which agreement occurs.', '9 We expect this kind of feature to yield lower gains for Arabic, unless: r one uses functional feature values (such as those used here for the first time in Arabic NLP), r one uses yet another representation level to account for the otherwise non-identity agreement patterns of irrational plurals, r one handles the loss of overt number agreement in constructions such as VS (where the verb precedes its subject), and r one adequately represents the otherwise "inverse" number agreement (a phenomenon common to other Semitic languages, such as Hebrew, too).']	Performed Work	Contextualize	0
CC709	J14-2004	Unsupervised Event Coreference Resolution	unsupervised event coreference resolution with rich linguistic features	['Cosmin Adrian Bejan', 'Sanda Harabagiu']	related work	This article represents an extension of our previous work on unsupervised event coreference resolution ( Bejan et al. 2009 ; [CITED_AUTHOR] ) .	['This article represents an extension of our previous work on unsupervised event coreference resolution ( Bejan et al. 2009 ; [CITED_AUTHOR] ) .', 'In this work, we present more details on the problem of solving both within-and cross-document event coreference as well as describe a generic framework for solving this type of problem in an unsupervised way.', 'As data sets, we consider three different resources, including our own corpus (which is the only corpus available that encodes event coreference annotations across and within documents).', 'In the next section, we provide additional information on how we performed the annotation of this corpus.', 'Another major contribution of this article is an extended description of the unsupervised models for solving event coreference.', 'In particular, we focused on providing further explanations about the implementation of the mIBP framework as well as its integration into the HDP and iHMM models.', 'Finally, in this work, we significantly extended the experimental results section, which also includes a novel set of experiments performed over the OntoNotes English corpus (LDC-ON 2007).']	Performed Work	Contextualize	2
CC71	D09-1056	The role of named entities in web people search	irstbp web people search using name entities	['Octavian Popescu', 'Bernardo Magnini']	related work	In most recent research , NEs ( person , location and organisations ) are extracted from the text and used as a source of evidence to calculate the similarity between documents - see for instance ( Blume , 2005 ; Chen and Martin , 2007 ; [CITED_AUTHOR] ; Kalashnikov et al. , 2007 ) .	['The most used feature for the Web People Search task, however, are NEs.', 'Ravin (1999) introduced a rule-based approach that tackles both variation and ambiguity analysing the structure of names.', 'In most recent research , NEs ( person , location and organisations ) are extracted from the text and used as a source of evidence to calculate the similarity between documents - see for instance ( Blume , 2005 ; Chen and Martin , 2007 ; [CITED_AUTHOR] ; Kalashnikov et al. , 2007 ) .', 'For instance, Blume (2005) uses NEs coocurring with the ambiguous mentions of a name as a key feature for the disambiguation process.', 'Saggion ( 2008) compared the performace of NEs versus BoW features.', 'In his experiments a only a representation based on Organisation NEs outperformed the word based approach.', 'Furthermore, this result is highly dependent on the choice of metric weighting (NEs achieve high precision at the cost of a low recall and viceversa for BoW).']	Performed Work	Contextualize	0
CC710	J86-1002	The Correction of Ill-Formed Input Using History-Based Expectation with Applications to Speech Understanding	the harpy speech understanding system in lea	['B Lowerre', 'R Reddy']	result	A number of speech understanding systems have been developed during the past fifteen years ( Barnett et al. 1980 , Dixon and Martin 1979 , Erman et al. 1980 , Haton and Pierrel 1976 , Lea 1980 , [CITED_AUTHOR] , Medress 1980 , Reddy 1976 , Walker 1978 , and Wolf and Woods 1980 ) .	['A number of speech understanding systems have been developed during the past fifteen years ( Barnett et al. 1980 , Dixon and Martin 1979 , Erman et al. 1980 , Haton and Pierrel 1976 , Lea 1980 , [CITED_AUTHOR] , Medress 1980 , Reddy 1976 , Walker 1978 , and Wolf and Woods 1980 ) .', 'Most of these efforts concentrated on the interaction between low level information sources from a speech recognizer and a natural language processor to discover the meaning of an input sentence.', 'While some of these systems did exhibit expectation capabilities at the sentence level, none acquired dialogues of the kind described here for the sake of dialogue level expectation and error correction.', 'A detailed description of the kinds of expectation mechanisms appearing in these systems appears in Fink (1983).']	Performed Work	Contextualize	1
CC711	J86-1002	The Correction of Ill-Formed Input Using History-Based Expectation with Applications to Speech Understanding	scripts plans goals and understanding lawrence erlbaum associates	['R Schank', 'R Abelson']	experiments	Thus , for example , it can acquire a `` script '' such as the one for going to a restaurant as defined in [CITED_AUTHOR] .	['Though the implemented system is limited to matrix-oriented problems, the theoretical system is capable of learning a wide range of problem types.', 'The only requirement on the problem or situation is that it can be entered into the expectation system in the form of examples.', "Thus , for example , it can acquire a `` script '' such as the one for going to a restaurant as defined in [CITED_AUTHOR] ."]	Produced Resource	Contextualize	0
CC712	J86-1002	The Correction of Ill-Formed Input Using History-Based Expectation with Applications to Speech Understanding	algorithmic program debugging	['E Shapiro']	related work	There is some literature on procedure acquisition such as the LISP synthesis work described in Biermann et al. ( 1984 ) and the PROLOG synthesis method of [CITED_AUTHOR] .	['The VNLCE processor may be considered to be a learning system of the tradition described, for example, in Michalski et al. (1984).', 'The current system learns finite state flowcharts whereas typical learning systems usually acquire coefficient values as in Minsky and Papert (1969), assertional statements as in Michalski (1980), or semantic nets as in Winston (1975).', 'That is, the current system learns procedures rather than data structures.', 'There is some literature on procedure acquisition such as the LISP synthesis work described in Biermann et al. ( 1984 ) and the PROLOG synthesis method of [CITED_AUTHOR] .']	Produced Resource	Contextualize	1
CC713	J86-1002	The Correction of Ill-Formed Input Using History-Based Expectation with Applications to Speech Understanding	computer control via limited natural language	['P Fink', 'A Sigmon', 'A Biermann']	conclusion	â¢ use of low level knowledge from the speech recognition phase , â¢ use of high level knowledge about the domain in particular and the dialogue task in general , â¢ a `` continue '' facility and an `` auto-loop '' facility as described by Biermann and Krishnaswamy ( 1976 ) , â¢ a `` conditioning '' facility as described by [CITED_AUTHOR] , â¢ implementation of new types of paraphrasing , â¢ checking a larger environment in the expectation acquisition algorithm when deciding if an incoming sentence is the same or similar to one already seen , and â¢ examining inter-speaker dialogue patterns .	["â\x80¢ use of low level knowledge from the speech recognition phase , â\x80¢ use of high level knowledge about the domain in particular and the dialogue task in general , â\x80¢ a `` continue '' facility and an `` auto-loop '' facility as described by Biermann and Krishnaswamy ( 1976 ) , â\x80¢ a `` conditioning '' facility as described by [CITED_AUTHOR] , â\x80¢ implementation of new types of paraphrasing , â\x80¢ checking a larger environment in the expectation acquisition algorithm when deciding if an incoming sentence is the same or similar to one already seen , and â\x80¢ examining inter-speaker dialogue patterns ."]	Produced Resource	Contextualize	3
CC714	J86-1002	The Correction of Ill-Formed Input Using History-Based Expectation with Applications to Speech Understanding	the nomad system expectationbased detection and correction of errors during understanding of syntactically illformed text	['R Granger']	related work	The problem of handling ill-formed input has been studied by Carbonell and Hayes ( 1983 ) , [CITED_AUTHOR] , Jensen et al. ( 1983 ) , Kwasny and Sondheimer ( 1981 ) , Riesbeck and Schank ( 1976 ) , Thompson ( 1980 ) , Weischedel and Black ( 1980 ) , and Weischedel and Sondheimer ( 1983 ) .	['The problem of handling ill-formed input has been studied by Carbonell and Hayes ( 1983 ) , [CITED_AUTHOR] , Jensen et al. ( 1983 ) , Kwasny and Sondheimer ( 1981 ) , Riesbeck and Schank ( 1976 ) , Thompson ( 1980 ) , Weischedel and Black ( 1980 ) , and Weischedel and Sondheimer ( 1983 ) .', 'A wide variety of techniques have been developed for addressing problems at the word, phrase, sentence, and in some cases, dialogue level.', 'However, these methodologies have not used historical information at the dialogue level as described here.', 'In most cases, the goal of these systems is to characterize the ill-formed input into classes of errors and to correct on that basis.', 'The work described here makes no attempt to classify the errors, but treats them as random events that occur at any point in a sentence.', 'Thus, an error in this work has no pattern but occurs probabilistically.', 'A verb is just as likely to be mis-recognized or not recognized as is a noun, adjective, determiner, etc.', 'The acquisition of dialogue as implemented in VNLCE is reminiscent of the program synthesis methodology developed by Biermann and Krishnaswamy (1976) where program flowcharts were constructed from traces of their behaviors.', 'However, the "flowcharts" in the current project are probabilistic in nature and the problems associated with matching incoming sentences to existing nodes has not been previously addressed.', 'Another dialogue acquisition system has been developed by Ho (1984).', 'However, that system has different goals: to enable the user to consciously design a dialogue to embody a particular human-machine interaction.', 'The acquisition system described here is aimed at dealing with ill-formed input and is completely automatic and invisible to the user.', 'It self activates to bias recognition toward historically observed patterns but is not otherwise observable.']	Performed Work	Contextualize	1
CC715	J86-1002	The Correction of Ill-Formed Input Using History-Based Expectation with Applications to Speech Understanding	linguistic analysis of natural language communication with computers	['B Thompson']	related work	The problem of handling ill-formed input has been studied by Carbonell and Hayes ( 1983 ) , Granger ( 1983 ) , Jensen et al. ( 1983 ) , Kwasny and Sondheimer ( 1981 ) , Riesbeck and Schank ( 1976 ) , [CITED_AUTHOR] , Weischedel and Black ( 1980 ) , and Weischedel and Sondheimer ( 1983 ) .	['The problem of handling ill-formed input has been studied by Carbonell and Hayes ( 1983 ) , Granger ( 1983 ) , Jensen et al. ( 1983 ) , Kwasny and Sondheimer ( 1981 ) , Riesbeck and Schank ( 1976 ) , [CITED_AUTHOR] , Weischedel and Black ( 1980 ) , and Weischedel and Sondheimer ( 1983 ) .', 'A wide variety of techniques have been developed for addressing problems at the word, phrase, sentence, and in some cases, dialogue level.', 'However, these methodologies have not used historical information at the dialogue level as described here.', 'In most cases, the goal of these systems is to characterize the ill-formed input into classes of errors and to correct on that basis.', 'The work described here makes no attempt to classify the errors, but treats them as random events that occur at any point in a sentence.', 'Thus, an error in this work has no pattern but occurs probabilistically.', 'A verb is just as likely to be mis-recognized or not recognized as is a noun, adjective, determiner, etc.', 'The acquisition of dialogue as implemented in VNLCE is reminiscent of the program synthesis methodology developed by Biermann and Krishnaswamy (1976) where program flowcharts were constructed from traces of their behaviors.', 'However, the "flowcharts" in the current project are probabilistic in nature and the problems associated with matching incoming sentences to existing nodes has not been previously addressed.', 'Another dialogue acquisition system has been developed by Ho (1984).', 'However, that system has different goals: to enable the user to consciously design a dialogue to embody a particular human-machine interaction.', 'The acquisition system described here is aimed at dealing with ill-formed input and is completely automatic and invisible to the user.', 'It self activates to bias recognition toward historically observed patterns but is not otherwise observable.']	Performed Work	Contextualize	1
CC716	J86-1002	The Correction of Ill-Formed Input Using History-Based Expectation with Applications to Speech Understanding	toward natural language computation	['A Biermann', 'B Ballard']	experiments	An off-the-shelf speech recognition device , a Nippon Electric Corporation DP-200 , was added to an existing natural language processing system , the Natural Language Computer ( NLC ) ( Ballard 1979 , [CITED_AUTHOR] ) .	['This section has given an overview of the approach to history-based expectation processing.', 'The details of the method are dependent on how the functions P, Predicts, Mergeable, and Merge are implemented.', 'The following sections describe our implementation, which was used to investigate the viability of this approach and the performance it can achieve.', 'The usefulness of the methodology described above was tested in the implementation of a connected speech understanding system.', 'An off-the-shelf speech recognition device , a Nippon Electric Corporation DP-200 , was added to an existing natural language processing system , the Natural Language Computer ( NLC ) ( Ballard 1979 , [CITED_AUTHOR] ) .', 'The expectation system provided the intermediate processing between the errorful output of the speech recognizer and the deep semantics of NLC.', 'The resulting speech understanding system is called the Voice Natural Language Computer with Expectation (VNLCE, Fink 1983).', '[The current system should be distinguished from an earlier voice system (VNLC, Biermann et al. 1985), which had no expectation and which handled discrete speech where a 300 millisecond pause must follow each word.]']	Produced Resource	Contextualize	0
CC717	J86-1002	The Correction of Ill-Formed Input Using History-Based Expectation with Applications to Speech Understanding	learning structural descriptions from examples in	['P Winston']	related work	The current system learns finite state flowcharts whereas typical learning systems usually acquire coefficient values as in Minsky and Papert ( 1969 ) , assertional statements as in Michalski ( 1980 ) , or semantic nets as in [CITED_AUTHOR] .	['The VNLCE processor may be considered to be a learning system of the tradition described, for example, in Michalski et al. (1984).', 'The current system learns finite state flowcharts whereas typical learning systems usually acquire coefficient values as in Minsky and Papert ( 1969 ) , assertional statements as in Michalski ( 1980 ) , or semantic nets as in [CITED_AUTHOR] .', 'That is, the current system learns procedures rather than data structures.', 'There is some literature on procedure acquisition such as the LISP synthesis work described in Biermann et al. (1984) and the PROLOG synthesis method of Shapiro (1982).']	Produced Resource	Contextualize	1
CC718	J86-1002	The Correction of Ill-Formed Input Using History-Based Expectation with Applications to Speech Understanding	the dialogue designing dialogue system dissertation	['T-P Ho']	related work	Another dialogue acquisition system has been developed by [CITED_AUTHOR] .	['The problem of handling ill-formed input has been studied by Carbonell and Hayes (1983), Granger (1983), Jensen et al. (1983), Kwasny and Sondheimer (1981), Riesbeek and Schank (1976), Thompson (1980), Weischedel and Black (1980), and Weischedel and Sondheimer (1983.', 'A wide variety of techniques have been developed for addressing problems at the word, phrase, sentence, and in some cases, dialogue level.', 'However, these methodologies have not used historical information at the dialogue level as described here.', 'In most cases, the goal of these systems is to characterize the ill-formed input into classes of errors and to correct on that basis.', 'The work described here makes no attempt to classify the errors, but treats them as random events that occur at any point in a sentence.', 'Thus, an error in this work has no pattern but occurs probabilistically.', 'A verb is just as likely to be mis-recognized or not recognized as is a noun, adjective, determiner, etc.', 'The acquisition of dialogue as implemented in VNLCE is reminiscent of the program synthesis methodology developed by Biermann and Krishnaswamy (1976) where program flowcharts were constructed from traces of their behaviors.', 'However, the "flowcharts" in the current project are probabilistic in nature and the problems associated with matching incoming sentences to existing nodes has not been previously addressed.', 'Another dialogue acquisition system has been developed by [CITED_AUTHOR] .', 'However, that system has different goals: to enable the user to consciously design a dialogue to embody a particular human-machine interaction.', 'The acquisition system described here is aimed at dealing with ill-formed input and is completely automatic and invisible to the user.', 'It self activates to bias recognition toward historically observed patterns but is not otherwise observable.']	Performed Work	Contextualize	1
CC719	J86-1002	The Correction of Ill-Formed Input Using History-Based Expectation with Applications to Speech Understanding	the hwim speech understanding system in lea	['J Wolf', 'W Woods']	result	A number of speech understanding systems have been developed during the past fifteen years ( Barnett et al. 1980 , Dixon and Martin 1979 , Erman et al. 1980 , Haton and Pierrel 1976 , Lea 1980 , Lowerre and Reddy 1980 , Medress 1980 , Reddy 1976 , Walker 1978 , and [CITED_AUTHOR] ) .	['A number of speech understanding systems have been developed during the past fifteen years ( Barnett et al. 1980 , Dixon and Martin 1979 , Erman et al. 1980 , Haton and Pierrel 1976 , Lea 1980 , Lowerre and Reddy 1980 , Medress 1980 , Reddy 1976 , Walker 1978 , and [CITED_AUTHOR] ) .', 'Most of these efforts concentrated on the interaction between low level information sources from a speech recognizer and a natural language processor to discover the meaning of an input sentence.', 'While some of these systems did exhibit expectation capabilities at the sentence level, none acquired dialogues of the kind described here for the sake of dialogue level expectation and error correction.', 'A detailed description of the kinds of expectation mechanisms appearing in these systems appears in Fink (1983).']	Performed Work	Contextualize	1
CC72	D09-1056	The role of named entities in web people search	entitybased crossdocument coreferencing using the vector space model	['Amit Bagga', 'Breck Baldwin']	related work	The disambiguation of person names in Web results is usually compared to two other Natural Language Processing tasks : Word Sense Disambiguation ( WSD ) ( Agirre and Edmonds , 2006 ) and Cross-document Coreference ( CDC ) ( [CITED_AUTHOR] ) .	['The disambiguation of person names in Web results is usually compared to two other Natural Language Processing tasks : Word Sense Disambiguation ( WSD ) ( Agirre and Edmonds , 2006 ) and Cross-document Coreference ( CDC ) ( [CITED_AUTHOR] ) .', 'Most of early research work on person name ambiguity focuses on the CDC problem or uses methods found in the WSD literature.', 'It is only recently that the web name ambiguity has been approached as a separate problem and defined as an NLP task -Web People Search -on its own (Artiles et al., 2005;Artiles et al., 2007).']	Produced Resource	Contextualize	0
CC720	J86-1002	The Correction of Ill-Formed Input Using History-Based Expectation with Applications to Speech Understanding	relaxation techniques for parsing grammatically illformed input in natural language understanding systems	['S Kwasny', 'N Sondheimer']	related work	The problem of handling ill-formed input has been studied by Carbonell and Hayes ( 1983 ) , Granger ( 1983 ) , Jensen et al. ( 1983 ) , [CITED_AUTHOR] , Riesbeck and Schank ( 1976 ) , Thompson ( 1980 ) , Weischedel and Black ( 1980 ) , and Weischedel and Sondheimer ( 1983 ) .	['The problem of handling ill-formed input has been studied by Carbonell and Hayes ( 1983 ) , Granger ( 1983 ) , Jensen et al. ( 1983 ) , [CITED_AUTHOR] , Riesbeck and Schank ( 1976 ) , Thompson ( 1980 ) , Weischedel and Black ( 1980 ) , and Weischedel and Sondheimer ( 1983 ) .', 'A wide variety of techniques have been developed for addressing problems at the word, phrase, sentence, and in some cases, dialogue level.', 'However, these methodologies have not used historical information at the dialogue level as described here.', 'In most cases, the goal of these systems is to characterize the ill-formed input into classes of errors and to correct on that basis.', 'The work described here makes no attempt to classify the errors, but treats them as random events that occur at any point in a sentence.', 'Thus, an error in this work has no pattern but occurs probabilistically.', 'A verb is just as likely to be mis-recognized or not recognized as is a noun, adjective, determiner, etc.', 'The acquisition of dialogue as implemented in VNLCE is reminiscent of the program synthesis methodology developed by Biermann and Krishnaswamy (1976) where program flowcharts were constructed from traces of their behaviors.', 'However, the "flowcharts" in the current project are probabilistic in nature and the problems associated with matching incoming sentences to existing nodes has not been previously addressed.', 'Another dialogue acquisition system has been developed by Ho (1984).', 'However, that system has different goals: to enable the user to consciously design a dialogue to embody a particular human-machine interaction.', 'The acquisition system described here is aimed at dealing with ill-formed input and is completely automatic and invisible to the user.', 'It self activates to bias recognition toward historically observed patterns but is not otherwise observable.']	Performed Work	Contextualize	1
CC721	J86-1002	The Correction of Ill-Formed Input Using History-Based Expectation with Applications to Speech Understanding	pattern recognition as ruleguided inductive inference	['R Michalski']	related work	The current system learns finite state flowcharts whereas typical learning systems usually acquire coefficient values as in Minsky and Papert ( 1969 ) , assertional statements as in [CITED_AUTHOR] , or semantic nets as in Winston ( 1975 ) .	['The VNLCE processor may be considered to be a learning system of the tradition described, for example, in Michalski et al. (1984).', 'The current system learns finite state flowcharts whereas typical learning systems usually acquire coefficient values as in Minsky and Papert ( 1969 ) , assertional statements as in [CITED_AUTHOR] , or semantic nets as in Winston ( 1975 ) .', 'That is, the current system learns procedures rather than data structures.', 'There is some literature on procedure acquisition such as the LISP synthesis work described in Biermann et al. (1984) and the PROLOG synthesis method of Shapiro (1982).']	Produced Resource	Contextualize	1
